Group,Subgroup,Week Date,Depression Value,Total Cases,Total Deaths,Total Tests,Positive Rate
By State,Colorado,2020-05-19,23.7,1539142.0,95582.0,13852938.0,0.056
By State,Illinois,2020-05-19,24.3,1539142.0,95582.0,13852938.0,0.056
By State,Maryland,2020-05-19,28.3,1539142.0,95582.0,13852938.0,0.056
By State,Idaho,2020-05-19,27.6,1539142.0,95582.0,13852938.0,0.056
By State,Missouri,2020-05-19,30.4,1539142.0,95582.0,13852938.0,0.056
By State,Kansas,2020-05-19,31.1,1539142.0,95582.0,13852938.0,0.056
By State,Kentucky,2020-05-19,35.5,1539142.0,95582.0,13852938.0,0.056
By State,Louisiana,2020-05-19,34.2,1539142.0,95582.0,13852938.0,0.056
By State,Maryland,2020-05-19,32.7,1539142.0,95582.0,13852938.0,0.056
By State,Massachusetts,2020-05-19,32.0,1539142.0,95582.0,13852938.0,0.056
By State,Michigan,2020-05-19,35.0,1539142.0,95582.0,13852938.0,0.056
By State,Minnesota,2020-05-19,29.7,1539142.0,95582.0,13852938.0,0.056
By State,Mississippi,2020-05-19,44.3,1539142.0,95582.0,13852938.0,0.056
By State,Missouri,2020-05-19,35.4,1539142.0,95582.0,13852938.0,0.056
By State,Montana,2020-05-19,29.7,1539142.0,95582.0,13852938.0,0.056
By State,Nevada,2020-05-19,36.9,1539142.0,95582.0,13852938.0,0.056
By State,New Hampshire,2020-05-19,28.8,1539142.0,95582.0,13852938.0,0.056
By State,New Mexico,2020-05-19,37.4,1539142.0,95582.0,13852938.0,0.056
By State,Iowa,2020-05-19,23.8,1539142.0,95582.0,13852938.0,0.056
By State,New York,2020-05-19,34.9,1539142.0,95582.0,13852938.0,0.056
By State,North Dakota,2020-05-19,31.9,1539142.0,95582.0,13852938.0,0.056
By State,Ohio,2020-05-19,33.9,1539142.0,95582.0,13852938.0,0.056
By State,Oklahoma,2020-05-19,29.8,1539142.0,95582.0,13852938.0,0.056
By State,Oregon,2020-05-19,31.7,1539142.0,95582.0,13852938.0,0.056
By State,Pennsylvania,2020-05-19,30.0,1539142.0,95582.0,13852938.0,0.056
By State,Rhode Island,2020-05-19,26.2,1539142.0,95582.0,13852938.0,0.056
By State,South Dakota,2020-05-19,27.8,1539142.0,95582.0,13852938.0,0.056
By State,Utah,2020-05-19,30.3,1539142.0,95582.0,13852938.0,0.056
By State,Vermont,2020-05-19,29.6,1539142.0,95582.0,13852938.0,0.056
By State,Virginia,2020-05-19,32.2,1539142.0,95582.0,13852938.0,0.056
By State,Washington,2020-05-19,33.0,1539142.0,95582.0,13852938.0,0.056
By State,Wisconsin,2020-05-19,28.0,1539142.0,95582.0,13852938.0,0.056
By State,Minnesota,2020-05-19,27.1,1539142.0,95582.0,13852938.0,0.056
By State,North Carolina,2020-05-19,32.2,1539142.0,95582.0,13852938.0,0.056
By State,Illinois,2020-05-19,35.2,1539142.0,95582.0,13852938.0,0.056
By State,South Carolina,2020-05-19,31.3,1539142.0,95582.0,13852938.0,0.056
By State,South Carolina,2020-05-19,28.5,1539142.0,95582.0,13852938.0,0.056
By State,New Mexico,2020-05-19,29.6,1539142.0,95582.0,13852938.0,0.056
By State,North Carolina,2020-05-19,28.4,1539142.0,95582.0,13852938.0,0.056
By State,Ohio,2020-05-19,26.2,1539142.0,95582.0,13852938.0,0.056
By State,Oregon,2020-05-19,24.2,1539142.0,95582.0,13852938.0,0.056
By State,Pennsylvania,2020-05-19,25.8,1539142.0,95582.0,13852938.0,0.056
By State,Rhode Island,2020-05-19,23.9,1539142.0,95582.0,13852938.0,0.056
By State,South Dakota,2020-05-19,22.3,1539142.0,95582.0,13852938.0,0.056
By State,Tennessee,2020-05-19,24.8,1539142.0,95582.0,13852938.0,0.056
By State,Texas,2020-05-19,28.8,1539142.0,95582.0,13852938.0,0.056
By State,Utah,2020-05-19,26.1,1539142.0,95582.0,13852938.0,0.056
By State,Vermont,2020-05-19,25.8,1539142.0,95582.0,13852938.0,0.056
By State,Virginia,2020-05-19,26.8,1539142.0,95582.0,13852938.0,0.056
By State,West Virginia,2020-05-19,29.3,1539142.0,95582.0,13852938.0,0.056
By State,Wisconsin,2020-05-19,23.4,1539142.0,95582.0,13852938.0,0.056
By State,Arkansas,2020-05-19,35.2,1539142.0,95582.0,13852938.0,0.056
By State,Alabama,2020-05-19,25.2,1539142.0,95582.0,13852938.0,0.056
By State,Connecticut,2020-05-19,33.9,1539142.0,95582.0,13852938.0,0.056
By State,Hawaii,2020-05-19,29.1,1539142.0,95582.0,13852938.0,0.056
By State,Delaware,2020-05-19,31.8,1539142.0,95582.0,13852938.0,0.056
By State,Nebraska,2020-05-19,23.3,1539142.0,95582.0,13852938.0,0.056
By State,Colorado,2020-05-19,33.1,1539142.0,95582.0,13852938.0,0.056
By State,Maryland,2020-05-26,31.6,1690282.0,102489.0,16793673.0,0.051
By State,Maine,2020-05-26,27.8,1690282.0,102489.0,16793673.0,0.051
By State,Louisiana,2020-05-26,41.4,1690282.0,102489.0,16793673.0,0.051
By State,Kansas,2020-05-26,33.2,1690282.0,102489.0,16793673.0,0.051
By State,Indiana,2020-05-26,35.2,1690282.0,102489.0,16793673.0,0.051
By State,Alabama,2020-05-26,28.8,1690282.0,102489.0,16793673.0,0.051
By State,Illinois,2020-05-26,35.6,1690282.0,102489.0,16793673.0,0.051
By State,Florida,2020-05-26,39.1,1690282.0,102489.0,16793673.0,0.051
By State,District of Columbia,2020-05-26,34.2,1690282.0,102489.0,16793673.0,0.051
By State,California,2020-05-26,36.2,1690282.0,102489.0,16793673.0,0.051
By State,Arkansas,2020-05-26,33.8,1690282.0,102489.0,16793673.0,0.051
By State,Arizona,2020-05-26,35.5,1690282.0,102489.0,16793673.0,0.051
By State,Wyoming,2020-05-26,24.0,1690282.0,102489.0,16793673.0,0.051
By State,Alaska,2020-05-26,36.4,1690282.0,102489.0,16793673.0,0.051
By State,West Virginia,2020-05-26,34.5,1690282.0,102489.0,16793673.0,0.051
By Age,50 - 59 years,2020-05-26,29.3,1690282.0,102489.0,16793673.0,0.051
By State,Vermont,2020-05-26,23.3,1690282.0,102489.0,16793673.0,0.051
By State,Minnesota,2020-05-26,22.8,1690282.0,102489.0,16793673.0,0.051
By State,Missouri,2020-05-26,29.0,1690282.0,102489.0,16793673.0,0.051
By State,Nebraska,2020-05-26,22.6,1690282.0,102489.0,16793673.0,0.051
By State,Nevada,2020-05-26,35.6,1690282.0,102489.0,16793673.0,0.051
By State,New Hampshire,2020-05-26,24.6,1690282.0,102489.0,16793673.0,0.051
By State,New Mexico,2020-05-26,35.4,1690282.0,102489.0,16793673.0,0.051
By State,Virginia,2020-05-26,28.7,1690282.0,102489.0,16793673.0,0.051
By State,North Carolina,2020-05-26,27.5,1690282.0,102489.0,16793673.0,0.051
By State,Oklahoma,2020-05-26,27.3,1690282.0,102489.0,16793673.0,0.051
By State,Pennsylvania,2020-05-26,28.0,1690282.0,102489.0,16793673.0,0.051
By State,Rhode Island,2020-05-26,30.6,1690282.0,102489.0,16793673.0,0.051
By State,South Carolina,2020-05-26,27.0,1690282.0,102489.0,16793673.0,0.051
By State,Michigan,2020-05-26,32.8,1690282.0,102489.0,16793673.0,0.051
By State,Texas,2020-05-26,32.6,1690282.0,102489.0,16793673.0,0.051
By State,Ohio,2020-05-26,29.8,1690282.0,102489.0,16793673.0,0.051
By State,Minnesota,2020-05-26,26.1,1690282.0,102489.0,16793673.0,0.051
By State,South Carolina,2020-05-26,32.2,1690282.0,102489.0,16793673.0,0.051
By State,Missouri,2020-05-26,32.9,1690282.0,102489.0,16793673.0,0.051
By Age,30 - 39 years,2020-05-26,35.2,1690282.0,102489.0,16793673.0,0.051
By Age,18 - 29 years,2020-05-26,39.1,1690282.0,102489.0,16793673.0,0.051
By Age,80 years and above,2020-05-26,17.1,1690282.0,102489.0,16793673.0,0.051
By Age,70 - 79 years,2020-05-26,13.3,1690282.0,102489.0,16793673.0,0.051
By Age,30 - 39 years,2020-05-26,27.4,1690282.0,102489.0,16793673.0,0.051
By Age,18 - 29 years,2020-05-26,36.7,1690282.0,102489.0,16793673.0,0.051
By Age,70 - 79 years,2020-05-26,15.0,1690282.0,102489.0,16793673.0,0.051
By Age,80 years and above,2020-05-26,17.1,1690282.0,102489.0,16793673.0,0.051
By Age,18 - 29 years,2020-05-26,46.6,1690282.0,102489.0,16793673.0,0.051
By Age,30 - 39 years,2020-05-26,39.5,1690282.0,102489.0,16793673.0,0.051
By Age,40 - 49 years,2020-05-26,35.7,1690282.0,102489.0,16793673.0,0.051
By Age,50 - 59 years,2020-05-26,33.7,1690282.0,102489.0,16793673.0,0.051
By State,Michigan,2020-05-26,27.5,1690282.0,102489.0,16793673.0,0.051
By Age,70 - 79 years,2020-05-26,18.8,1690282.0,102489.0,16793673.0,0.051
By Age,80 years and above,2020-05-26,20.1,1690282.0,102489.0,16793673.0,0.051
By State,Wyoming,2020-05-26,28.3,1690282.0,102489.0,16793673.0,0.051
By State,Wisconsin,2020-05-26,28.9,1690282.0,102489.0,16793673.0,0.051
By State,Montana,2020-05-26,30.7,1690282.0,102489.0,16793673.0,0.051
By State,New Jersey,2020-05-26,31.1,1690282.0,102489.0,16793673.0,0.051
By State,New Mexico,2020-05-26,39.1,1690282.0,102489.0,16793673.0,0.051
By State,Ohio,2020-05-26,34.6,1690282.0,102489.0,16793673.0,0.051
By State,Oklahoma,2020-05-26,32.8,1690282.0,102489.0,16793673.0,0.051
By State,Oregon,2020-05-26,35.3,1690282.0,102489.0,16793673.0,0.051
By State,Mississippi,2020-05-26,37.8,1690282.0,102489.0,16793673.0,0.051
By State,Pennsylvania,2020-05-26,33.9,1690282.0,102489.0,16793673.0,0.051
By Age,60 - 69 years,2020-05-26,22.2,1690282.0,102489.0,16793673.0,0.051
By State,South Dakota,2020-05-26,36.3,1690282.0,102489.0,16793673.0,0.051
By State,Vermont,2020-05-26,28.8,1690282.0,102489.0,16793673.0,0.051
By State,Virginia,2020-05-26,33.1,1690282.0,102489.0,16793673.0,0.051
By State,Washington,2020-05-26,31.8,1690282.0,102489.0,16793673.0,0.051
By State,West Virginia,2020-05-26,37.9,1690282.0,102489.0,16793673.0,0.051
By State,Rhode Island,2020-05-26,33.8,1690282.0,102489.0,16793673.0,0.051
By State,Massachusetts,2020-05-26,25.5,1690282.0,102489.0,16793673.0,0.051
By State,Connecticut,2020-05-26,28.0,1690282.0,102489.0,16793673.0,0.051
By State,Maine,2020-05-26,24.5,1690282.0,102489.0,16793673.0,0.051
By State,Nebraska,2020-05-26,17.2,1690282.0,102489.0,16793673.0,0.051
By State,Missouri,2020-05-26,24.3,1690282.0,102489.0,16793673.0,0.051
By State,Mississippi,2020-05-26,27.7,1690282.0,102489.0,16793673.0,0.051
By State,Massachusetts,2020-05-26,20.3,1690282.0,102489.0,16793673.0,0.051
By State,Maryland,2020-05-26,22.9,1690282.0,102489.0,16793673.0,0.051
By State,Maine,2020-05-26,18.5,1690282.0,102489.0,16793673.0,0.051
By State,Louisiana,2020-05-26,31.1,1690282.0,102489.0,16793673.0,0.051
By State,Kansas,2020-05-26,25.2,1690282.0,102489.0,16793673.0,0.051
By State,Iowa,2020-05-26,17.6,1690282.0,102489.0,16793673.0,0.051
By State,Indiana,2020-05-26,24.8,1690282.0,102489.0,16793673.0,0.051
By State,Illinois,2020-05-26,24.2,1690282.0,102489.0,16793673.0,0.051
By State,Idaho,2020-05-26,18.9,1690282.0,102489.0,16793673.0,0.051
By State,Hawaii,2020-05-26,18.5,1690282.0,102489.0,16793673.0,0.051
By State,Georgia,2020-05-26,27.7,1690282.0,102489.0,16793673.0,0.051
By State,Florida,2020-05-26,28.6,1690282.0,102489.0,16793673.0,0.051
By State,District of Columbia,2020-05-26,20.9,1690282.0,102489.0,16793673.0,0.051
By State,Delaware,2020-05-26,22.7,1690282.0,102489.0,16793673.0,0.051
By State,Connecticut,2020-05-26,21.0,1690282.0,102489.0,16793673.0,0.051
By State,California,2020-05-26,26.9,1690282.0,102489.0,16793673.0,0.051
By Sex,Female,2020-05-26,33.2,1690282.0,102489.0,16793673.0,0.051
By State,Maryland,2020-05-26,25.8,1690282.0,102489.0,16793673.0,0.051
By State,Alaska,2020-05-26,26.8,1690282.0,102489.0,16793673.0,0.051
By State,Alabama,2020-05-26,20.9,1690282.0,102489.0,16793673.0,0.051
By Sex,Female,2020-05-26,38.1,1690282.0,102489.0,16793673.0,0.051
By Sex,Male,2020-05-26,22.7,1690282.0,102489.0,16793673.0,0.051
By Sex,Female,2020-05-26,26.9,1690282.0,102489.0,16793673.0,0.051
By Sex,Male,2020-05-26,25.4,1690282.0,102489.0,16793673.0,0.051
By State,Nevada,2020-05-26,27.1,1690282.0,102489.0,16793673.0,0.051
By State,New Jersey,2020-05-26,22.9,1690282.0,102489.0,16793673.0,0.051
By Sex,Male,2020-05-26,30.3,1690282.0,102489.0,16793673.0,0.051
By State,New York,2020-05-26,23.7,1690282.0,102489.0,16793673.0,0.051
By State,New Mexico,2020-05-26,28.7,1690282.0,102489.0,16793673.0,0.051
By State,Hawaii,2020-05-26,19.6,1690282.0,102489.0,16793673.0,0.051
By State,Idaho,2020-05-26,22.1,1690282.0,102489.0,16793673.0,0.051
By State,Georgia,2020-05-26,32.6,1690282.0,102489.0,16793673.0,0.051
By State,Illinois,2020-05-26,30.3,1690282.0,102489.0,16793673.0,0.051
By State,Indiana,2020-05-26,30.5,1690282.0,102489.0,16793673.0,0.051
By State,Iowa,2020-05-26,20.6,1690282.0,102489.0,16793673.0,0.051
By State,Kansas,2020-05-26,30.1,1690282.0,102489.0,16793673.0,0.051
By State,Delaware,2020-05-26,24.2,1690282.0,102489.0,16793673.0,0.051
By State,Colorado,2020-05-26,28.8,1690282.0,102489.0,16793673.0,0.051
By State,California,2020-05-26,30.4,1690282.0,102489.0,16793673.0,0.051
By State,Arkansas,2020-05-26,28.6,1690282.0,102489.0,16793673.0,0.051
By State,Arizona,2020-05-26,29.3,1690282.0,102489.0,16793673.0,0.051
By State,Alabama,2020-05-26,25.2,1690282.0,102489.0,16793673.0,0.051
By State,Florida,2020-05-26,34.1,1690282.0,102489.0,16793673.0,0.051
By State,Wisconsin,2020-05-26,20.8,1690282.0,102489.0,16793673.0,0.051
By State,North Carolina,2020-05-26,22.1,1690282.0,102489.0,16793673.0,0.051
By State,North Dakota,2020-05-26,19.8,1690282.0,102489.0,16793673.0,0.051
By State,Wyoming,2020-05-26,18.8,1690282.0,102489.0,16793673.0,0.051
By State,Oregon,2020-05-26,24.2,1690282.0,102489.0,16793673.0,0.051
By State,Pennsylvania,2020-05-26,25.9,1690282.0,102489.0,16793673.0,0.051
By State,South Dakota,2020-05-26,25.8,1690282.0,102489.0,16793673.0,0.051
By State,Ohio,2020-05-26,27.4,1690282.0,102489.0,16793673.0,0.051
By State,Texas,2020-05-26,28.8,1690282.0,102489.0,16793673.0,0.051
By State,Utah,2020-05-26,24.9,1690282.0,102489.0,16793673.0,0.051
By State,Vermont,2020-05-26,19.4,1690282.0,102489.0,16793673.0,0.051
By State,Virginia,2020-05-26,22.3,1690282.0,102489.0,16793673.0,0.051
By State,Washington,2020-05-26,22.2,1690282.0,102489.0,16793673.0,0.051
By State,Tennessee,2020-05-26,22.5,1690282.0,102489.0,16793673.0,0.051
By State,California,2020-06-02,33.8,1837948.0,109482.0,20215431.0,0.043
By State,Arkansas,2020-06-02,35.3,1837948.0,109482.0,20215431.0,0.043
By State,Arizona,2020-06-02,27.9,1837948.0,109482.0,20215431.0,0.043
By State,Alaska,2020-06-02,26.1,1837948.0,109482.0,20215431.0,0.043
By State,Wyoming,2020-06-02,25.2,1837948.0,109482.0,20215431.0,0.043
By State,West Virginia,2020-06-02,26.2,1837948.0,109482.0,20215431.0,0.043
By State,Virginia,2020-06-02,21.4,1837948.0,109482.0,20215431.0,0.043
By State,Utah,2020-06-02,22.3,1837948.0,109482.0,20215431.0,0.043
By State,Texas,2020-06-02,26.2,1837948.0,109482.0,20215431.0,0.043
By State,Pennsylvania,2020-06-02,24.6,1837948.0,109482.0,20215431.0,0.043
By State,Rhode Island,2020-06-02,22.3,1837948.0,109482.0,20215431.0,0.043
By State,Oregon,2020-06-02,27.6,1837948.0,109482.0,20215431.0,0.043
By State,Oklahoma,2020-06-02,31.8,1837948.0,109482.0,20215431.0,0.043
By State,Ohio,2020-06-02,28.1,1837948.0,109482.0,20215431.0,0.043
By State,North Dakota,2020-06-02,19.3,1837948.0,109482.0,20215431.0,0.043
By State,North Carolina,2020-06-02,22.3,1837948.0,109482.0,20215431.0,0.043
By State,New Mexico,2020-06-02,24.3,1837948.0,109482.0,20215431.0,0.043
By State,New Hampshire,2020-06-02,22.6,1837948.0,109482.0,20215431.0,0.043
By State,Nebraska,2020-06-02,18.2,1837948.0,109482.0,20215431.0,0.043
By State,Missouri,2020-06-02,24.5,1837948.0,109482.0,20215431.0,0.043
By State,South Dakota,2020-06-02,20.0,1837948.0,109482.0,20215431.0,0.043
By State,Connecticut,2020-06-02,26.7,1837948.0,109482.0,20215431.0,0.043
By State,Minnesota,2020-06-02,27.5,1837948.0,109482.0,20215431.0,0.043
By State,Florida,2020-06-02,33.8,1837948.0,109482.0,20215431.0,0.043
By State,Wisconsin,2020-06-02,22.7,1837948.0,109482.0,20215431.0,0.043
By State,West Virginia,2020-06-02,33.6,1837948.0,109482.0,20215431.0,0.043
By State,Virginia,2020-06-02,28.3,1837948.0,109482.0,20215431.0,0.043
By State,Vermont,2020-06-02,31.8,1837948.0,109482.0,20215431.0,0.043
By State,Texas,2020-06-02,31.1,1837948.0,109482.0,20215431.0,0.043
By State,Tennessee,2020-06-02,30.4,1837948.0,109482.0,20215431.0,0.043
By State,South Dakota,2020-06-02,26.3,1837948.0,109482.0,20215431.0,0.043
By State,South Carolina,2020-06-02,29.2,1837948.0,109482.0,20215431.0,0.043
By State,Pennsylvania,2020-06-02,31.4,1837948.0,109482.0,20215431.0,0.043
By State,Oregon,2020-06-02,35.3,1837948.0,109482.0,20215431.0,0.043
By State,Ohio,2020-06-02,29.6,1837948.0,109482.0,20215431.0,0.043
By State,North Dakota,2020-06-02,18.4,1837948.0,109482.0,20215431.0,0.043
By State,North Carolina,2020-06-02,29.6,1837948.0,109482.0,20215431.0,0.043
By State,New Mexico,2020-06-02,37.1,1837948.0,109482.0,20215431.0,0.043
By State,New Jersey,2020-06-02,31.8,1837948.0,109482.0,20215431.0,0.043
By State,New Hampshire,2020-06-02,26.7,1837948.0,109482.0,20215431.0,0.043
By State,Nevada,2020-06-02,30.3,1837948.0,109482.0,20215431.0,0.043
By State,Nebraska,2020-06-02,22.2,1837948.0,109482.0,20215431.0,0.043
By State,Missouri,2020-06-02,30.1,1837948.0,109482.0,20215431.0,0.043
By State,Massachusetts,2020-06-02,26.7,1837948.0,109482.0,20215431.0,0.043
By State,Maryland,2020-06-02,26.1,1837948.0,109482.0,20215431.0,0.043
By State,Maine,2020-06-02,25.2,1837948.0,109482.0,20215431.0,0.043
By State,Kentucky,2020-06-02,33.3,1837948.0,109482.0,20215431.0,0.043
By State,Iowa,2020-06-02,27.8,1837948.0,109482.0,20215431.0,0.043
By State,Indiana,2020-06-02,31.5,1837948.0,109482.0,20215431.0,0.043
By State,Hawaii,2020-06-02,20.7,1837948.0,109482.0,20215431.0,0.043
By State,Georgia,2020-06-02,31.7,1837948.0,109482.0,20215431.0,0.043
By State,District of Columbia,2020-06-02,28.2,1837948.0,109482.0,20215431.0,0.043
By State,Utah,2020-06-02,29.7,1837948.0,109482.0,20215431.0,0.043
By State,New Mexico,2020-06-02,39.5,1837948.0,109482.0,20215431.0,0.043
By State,Arizona,2020-06-02,32.6,1837948.0,109482.0,20215431.0,0.043
By State,Maryland,2020-06-02,30.8,1837948.0,109482.0,20215431.0,0.043
By State,Maine,2020-06-02,29.3,1837948.0,109482.0,20215431.0,0.043
By State,Kentucky,2020-06-02,39.0,1837948.0,109482.0,20215431.0,0.043
By State,Kansas,2020-06-02,32.0,1837948.0,109482.0,20215431.0,0.043
By State,Indiana,2020-06-02,36.2,1837948.0,109482.0,20215431.0,0.043
By State,Illinois,2020-06-02,37.0,1837948.0,109482.0,20215431.0,0.043
By State,Idaho,2020-06-02,31.8,1837948.0,109482.0,20215431.0,0.043
By State,Hawaii,2020-06-02,26.1,1837948.0,109482.0,20215431.0,0.043
By State,Mississippi,2020-06-02,28.6,1837948.0,109482.0,20215431.0,0.043
By State,Michigan,2020-06-02,25.9,1837948.0,109482.0,20215431.0,0.043
By State,Massachusetts,2020-06-02,20.3,1837948.0,109482.0,20215431.0,0.043
By State,Massachusetts,2020-06-02,29.9,1837948.0,109482.0,20215431.0,0.043
By State,Maine,2020-06-02,18.5,1837948.0,109482.0,20215431.0,0.043
By State,Indiana,2020-06-02,25.6,1837948.0,109482.0,20215431.0,0.043
By State,Illinois,2020-06-02,26.9,1837948.0,109482.0,20215431.0,0.043
By State,Idaho,2020-06-02,23.8,1837948.0,109482.0,20215431.0,0.043
By State,Georgia,2020-06-02,24.5,1837948.0,109482.0,20215431.0,0.043
By State,Florida,2020-06-02,29.6,1837948.0,109482.0,20215431.0,0.043
By State,District of Columbia,2020-06-02,21.3,1837948.0,109482.0,20215431.0,0.043
By State,Delaware,2020-06-02,20.7,1837948.0,109482.0,20215431.0,0.043
By State,California,2020-06-02,26.9,1837948.0,109482.0,20215431.0,0.043
By State,Arkansas,2020-06-02,28.9,1837948.0,109482.0,20215431.0,0.043
By State,Arizona,2020-06-02,23.9,1837948.0,109482.0,20215431.0,0.043
By State,Alaska,2020-06-02,24.4,1837948.0,109482.0,20215431.0,0.043
By State,Louisiana,2020-06-02,26.8,1837948.0,109482.0,20215431.0,0.043
By State,Alaska,2020-06-02,31.6,1837948.0,109482.0,20215431.0,0.043
By State,Michigan,2020-06-02,34.5,1837948.0,109482.0,20215431.0,0.043
By State,Mississippi,2020-06-02,38.7,1837948.0,109482.0,20215431.0,0.043
By State,California,2020-06-02,38.6,1837948.0,109482.0,20215431.0,0.043
By State,Colorado,2020-06-02,33.6,1837948.0,109482.0,20215431.0,0.043
By State,Connecticut,2020-06-02,35.1,1837948.0,109482.0,20215431.0,0.043
By State,Delaware,2020-06-02,30.3,1837948.0,109482.0,20215431.0,0.043
By State,District of Columbia,2020-06-02,33.0,1837948.0,109482.0,20215431.0,0.043
By State,Georgia,2020-06-02,34.9,1837948.0,109482.0,20215431.0,0.043
By State,West Virginia,2020-06-02,38.9,1837948.0,109482.0,20215431.0,0.043
By State,Washington,2020-06-02,36.7,1837948.0,109482.0,20215431.0,0.043
By State,Vermont,2020-06-02,35.3,1837948.0,109482.0,20215431.0,0.043
By State,Utah,2020-06-02,34.5,1837948.0,109482.0,20215431.0,0.043
By State,Texas,2020-06-02,36.9,1837948.0,109482.0,20215431.0,0.043
By State,Minnesota,2020-06-02,30.0,1837948.0,109482.0,20215431.0,0.043
By State,Tennessee,2020-06-02,33.6,1837948.0,109482.0,20215431.0,0.043
By State,Rhode Island,2020-06-02,34.0,1837948.0,109482.0,20215431.0,0.043
By State,Pennsylvania,2020-06-02,35.1,1837948.0,109482.0,20215431.0,0.043
By State,Oregon,2020-06-02,39.5,1837948.0,109482.0,20215431.0,0.043
By State,Oklahoma,2020-06-02,38.6,1837948.0,109482.0,20215431.0,0.043
By State,Ohio,2020-06-02,37.0,1837948.0,109482.0,20215431.0,0.043
By State,North Dakota,2020-06-02,26.0,1837948.0,109482.0,20215431.0,0.043
By State,North Carolina,2020-06-02,33.0,1837948.0,109482.0,20215431.0,0.043
By State,New Jersey,2020-06-02,36.5,1837948.0,109482.0,20215431.0,0.043
By State,New Hampshire,2020-06-02,31.8,1837948.0,109482.0,20215431.0,0.043
By State,Nevada,2020-06-02,34.2,1837948.0,109482.0,20215431.0,0.043
